Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,016001,1996,11,9.6,Y
IDCJAC0001,016001,1996,12,19.8,Y
IDCJAC0001,016001,1997,01,20.8,Y
IDCJAC0001,016001,1997,02,37.4,Y
IDCJAC0001,016001,1997,03,0.0,Y
IDCJAC0001,016001,1997,04,0.0,Y
IDCJAC0001,016001,1997,05,11.6,Y
IDCJAC0001,016001,1997,06,2.4,Y
IDCJAC0001,016001,1997,07,0.4,Y
IDCJAC0001,016001,1997,08,14.8,Y
IDCJAC0001,016001,1997,09,41.4,Y
IDCJAC0001,016001,1997,10,10.2,Y
IDCJAC0001,016001,1997,11,4.6,Y
IDCJAC0001,016001,1997,12,8.4,Y
IDCJAC0001,016001,1998,01,34.0,Y
IDCJAC0001,016001,1998,02,17.2,Y
IDCJAC0001,016001,1998,03,12.4,Y
IDCJAC0001,016001,1998,04,23.6,Y
IDCJAC0001,016001,1998,05,0.4,Y
IDCJAC0001,016001,1998,06,7.4,Y
IDCJAC0001,016001,1998,07,20.8,Y
IDCJAC0001,016001,1998,08,28.6,Y
IDCJAC0001,016001,1998,09,14.2,Y
IDCJAC0001,016001,1998,10,11.0,Y
IDCJAC0001,016001,1998,11,36.6,Y
IDCJAC0001,016001,1998,12,18.4,Y
IDCJAC0001,016001,1999,01,2.4,Y
IDCJAC0001,016001,1999,02,3.2,Y
IDCJAC0001,016001,1999,03,3.0,Y
IDCJAC0001,016001,1999,04,7.8,Y
IDCJAC0001,016001,1999,05,10.0,N
IDCJAC0001,016001,1999,06,14.6,Y
IDCJAC0001,016001,1999,07,2.6,Y
IDCJAC0001,016001,1999,08,14.0,Y
IDCJAC0001,016001,1999,09,8.6,Y
IDCJAC0001,016001,1999,10,15.0,Y
IDCJAC0001,016001,1999,11,14.6,Y
IDCJAC0001,016001,1999,12,11.2,Y
IDCJAC0001,016001,2000,01,0.0,Y
IDCJAC0001,016001,2000,02,23.2,Y
IDCJAC0001,016001,2000,03,12.0,Y
IDCJAC0001,016001,2000,04,16.2,Y
IDCJAC0001,016001,2000,05,4.8,Y
IDCJAC0001,016001,2000,06,4.8,Y
IDCJAC0001,016001,2000,07,5.4,Y
IDCJAC0001,016001,2000,08,30.0,Y
IDCJAC0001,016001,2000,09,13.6,Y
IDCJAC0001,016001,2000,10,4.8,Y
IDCJAC0001,016001,2000,11,22.6,Y
IDCJAC0001,016001,2000,12,13.2,Y
IDCJAC0001,016001,2001,01,21.8,Y
IDCJAC0001,016001,2001,02,2.4,Y
IDCJAC0001,016001,2001,03,1.0,Y
IDCJAC0001,016001,2001,04,7.4,Y
IDCJAC0001,016001,2001,05,8.8,Y
IDCJAC0001,016001,2001,06,70.2,Y
IDCJAC0001,016001,2001,07,8.6,Y
IDCJAC0001,016001,2001,08,4.4,Y
IDCJAC0001,016001,2001,09,29.6,Y
IDCJAC0001,016001,2001,10,22.6,Y
IDCJAC0001,016001,2001,11,19.0,Y
IDCJAC0001,016001,2001,12,25.4,Y
IDCJAC0001,016001,2002,01,1.8,Y
IDCJAC0001,016001,2002,02,0.0,Y
IDCJAC0001,016001,2002,03,0.0,Y
IDCJAC0001,016001,2002,04,2.0,Y
IDCJAC0001,016001,2002,05,4.8,Y
IDCJAC0001,016001,2002,06,7.4,Y
IDCJAC0001,016001,2002,07,5.8,Y
IDCJAC0001,016001,2002,08,1.4,Y
IDCJAC0001,016001,2002,09,5.2,Y
IDCJAC0001,016001,2002,10,0.6,Y
IDCJAC0001,016001,2002,11,21.0,Y
IDCJAC0001,016001,2002,12,3.6,Y
IDCJAC0001,016001,2003,01,13.8,Y
IDCJAC0001,016001,2003,02,47.0,Y
IDCJAC0001,016001,2003,03,0.0,Y
IDCJAC0001,016001,2003,04,11.2,Y
IDCJAC0001,016001,2003,05,2.6,Y
IDCJAC0001,016001,2003,06,8.6,Y
IDCJAC0001,016001,2003,07,3.2,Y
IDCJAC0001,016001,2003,08,31.4,Y
IDCJAC0001,016001,2003,09,1.0,Y
IDCJAC0001,016001,2003,10,25.4,Y
IDCJAC0001,016001,2003,11,19.4,Y
IDCJAC0001,016001,2003,12,6.2,Y
IDCJAC0001,016001,2004,01,0.6,Y
IDCJAC0001,016001,2004,02,6.8,Y
IDCJAC0001,016001,2004,03,0.4,Y
IDCJAC0001,016001,2004,04,1.4,Y
IDCJAC0001,016001,2004,05,11.8,Y
IDCJAC0001,016001,2004,06,37.0,Y
IDCJAC0001,016001,2004,07,5.2,Y
IDCJAC0001,016001,2004,08,24.6,Y
IDCJAC0001,016001,2004,09,6.0,Y
IDCJAC0001,016001,2004,10,17.2,Y
IDCJAC0001,016001,2004,11,10.6,Y
IDCJAC0001,016001,2004,12,9.0,Y
IDCJAC0001,016001,2005,01,13.8,Y
IDCJAC0001,016001,2005,02,0.0,Y
IDCJAC0001,016001,2005,03,1.6,Y
IDCJAC0001,016001,2005,04,0.8,Y
IDCJAC0001,016001,2005,05,1.8,Y
IDCJAC0001,016001,2005,06,16.6,Y
IDCJAC0001,016001,2005,07,17.2,Y
IDCJAC0001,016001,2005,08,6.0,Y
IDCJAC0001,016001,2005,09,51.8,Y
IDCJAC0001,016001,2005,10,17.4,Y
IDCJAC0001,016001,2005,11,15.8,Y
IDCJAC0001,016001,2005,12,11.6,Y
IDCJAC0001,016001,2006,01,26.4,Y
IDCJAC0001,016001,2006,02,19.0,Y
IDCJAC0001,016001,2006,03,13.4,Y
IDCJAC0001,016001,2006,04,8.8,Y
IDCJAC0001,016001,2006,05,0.0,Y
IDCJAC0001,016001,2006,06,0.2,Y
IDCJAC0001,016001,2006,07,23.2,Y
IDCJAC0001,016001,2006,08,0.4,Y
IDCJAC0001,016001,2006,09,0.0,Y
IDCJAC0001,016001,2006,10,1.2,Y
IDCJAC0001,016001,2006,11,11.0,Y
IDCJAC0001,016001,2006,12,6.8,Y
IDCJAC0001,016001,2007,01,68.6,Y
IDCJAC0001,016001,2007,02,6.0,Y
IDCJAC0001,016001,2007,03,9.2,Y
IDCJAC0001,016001,2007,04,13.4,Y
IDCJAC0001,016001,2007,05,15.8,Y
IDCJAC0001,016001,2007,06,1.6,Y
IDCJAC0001,016001,2007,07,4.0,Y
IDCJAC0001,016001,2007,08,1.4,Y
IDCJAC0001,016001,2007,09,0.4,Y
IDCJAC0001,016001,2007,10,11.4,Y
IDCJAC0001,016001,2007,11,3.8,Y
IDCJAC0001,016001,2007,12,23.8,Y
IDCJAC0001,016001,2008,01,0.8,Y
IDCJAC0001,016001,2008,02,32.6,Y
IDCJAC0001,016001,2008,03,0.4,Y
IDCJAC0001,016001,2008,04,4.0,Y
IDCJAC0001,016001,2008,05,2.2,Y
IDCJAC0001,016001,2008,06,17.8,Y
IDCJAC0001,016001,2008,07,1.6,Y
IDCJAC0001,016001,2008,08,1.4,Y
IDCJAC0001,016001,2008,09,0.4,Y
IDCJAC0001,016001,2008,10,0.6,Y
IDCJAC0001,016001,2008,11,43.2,Y
IDCJAC0001,016001,2008,12,54.6,Y
IDCJAC0001,016001,2009,01,0.0,Y
IDCJAC0001,016001,2009,02,0.0,Y
IDCJAC0001,016001,2009,03,8.0,Y
IDCJAC0001,016001,2009,04,2.8,Y
IDCJAC0001,016001,2009,05,22.0,Y
IDCJAC0001,016001,2009,06,14.0,Y
IDCJAC0001,016001,2009,07,11.6,Y
IDCJAC0001,016001,2009,08,5.2,Y
IDCJAC0001,016001,2009,09,12.6,Y
IDCJAC0001,016001,2009,10,12.4,Y
IDCJAC0001,016001,2009,11,46.0,Y
IDCJAC0001,016001,2009,12,5.8,Y
IDCJAC0001,016001,2010,01,3.8,Y
IDCJAC0001,016001,2010,02,31.8,Y
IDCJAC0001,016001,2010,03,0.2,Y
IDCJAC0001,016001,2010,04,52.2,Y
IDCJAC0001,016001,2010,05,18.0,Y
IDCJAC0001,016001,2010,06,4.8,Y
IDCJAC0001,016001,2010,07,13.4,Y
IDCJAC0001,016001,2010,08,28.4,Y
IDCJAC0001,016001,2010,09,23.0,Y
IDCJAC0001,016001,2010,10,36.8,Y
IDCJAC0001,016001,2010,11,3.8,Y
IDCJAC0001,016001,2010,12,26.6,Y
IDCJAC0001,016001,2011,01,0.4,Y
IDCJAC0001,016001,2011,02,89.8,Y
IDCJAC0001,016001,2011,03,27.8,Y
IDCJAC0001,016001,2011,04,7.8,Y
IDCJAC0001,016001,2011,05,28.0,Y
IDCJAC0001,016001,2011,06,0.4,Y
IDCJAC0001,016001,2011,07,28.4,Y
IDCJAC0001,016001,2011,08,6.0,Y
IDCJAC0001,016001,2011,09,6.6,Y
IDCJAC0001,016001,2011,10,15.2,Y
IDCJAC0001,016001,2011,11,15.6,Y
IDCJAC0001,016001,2011,12,14.2,Y
IDCJAC0001,016001,2012,01,30.8,Y
IDCJAC0001,016001,2012,02,18.0,Y
IDCJAC0001,016001,2012,03,35.2,Y
IDCJAC0001,016001,2012,04,0.0,Y
IDCJAC0001,016001,2012,05,3.2,Y
IDCJAC0001,016001,2012,06,7.8,Y
IDCJAC0001,016001,2012,07,4.6,Y
IDCJAC0001,016001,2012,08,0.8,Y
IDCJAC0001,016001,2012,09,0.0,Y
IDCJAC0001,016001,2012,10,1.6,Y
IDCJAC0001,016001,2012,11,14.0,Y
IDCJAC0001,016001,2012,12,7.2,Y
IDCJAC0001,016001,2013,01,4.4,Y
IDCJAC0001,016001,2013,02,11.8,Y
IDCJAC0001,016001,2013,03,13.0,Y
IDCJAC0001,016001,2013,04,9.6,Y
IDCJAC0001,016001,2013,05,17.0,Y
IDCJAC0001,016001,2013,06,38.4,Y
IDCJAC0001,016001,2013,07,27.6,Y
IDCJAC0001,016001,2013,08,6.8,Y
IDCJAC0001,016001,2013,09,4.6,Y
IDCJAC0001,016001,2013,10,7.6,Y
IDCJAC0001,016001,2013,11,0.0,Y
IDCJAC0001,016001,2013,12,3.6,Y
IDCJAC0001,016001,2014,01,4.8,Y
IDCJAC0001,016001,2014,02,17.2,Y
IDCJAC0001,016001,2014,03,0.0,Y
IDCJAC0001,016001,2014,04,51.2,Y
IDCJAC0001,016001,2014,05,5.8,Y
IDCJAC0001,016001,2014,06,3.6,Y
IDCJAC0001,016001,2014,07,2.4,Y
IDCJAC0001,016001,2014,08,0.6,N
IDCJAC0001,016001,2014,09,4.8,Y
IDCJAC0001,016001,2014,10,0.0,Y
IDCJAC0001,016001,2014,11,13.6,Y
IDCJAC0001,016001,2014,12,11.2,Y
IDCJAC0001,016001,2015,01,88.8,Y
IDCJAC0001,016001,2015,02,0.0,Y
IDCJAC0001,016001,2015,03,0.0,Y
IDCJAC0001,016001,2015,04,23.8,N
IDCJAC0001,016001,2015,07,3.0,Y
IDCJAC0001,016001,2015,08,14.6,Y
IDCJAC0001,016001,2015,09,3.8,Y
IDCJAC0001,016001,2015,10,1.0,N
IDCJAC0001,016001,2015,11,11.4,Y
IDCJAC0001,016001,2015,12,3.8,Y
IDCJAC0001,016001,2016,01,0.4,Y
IDCJAC0001,016001,2016,02,15.2,Y
IDCJAC0001,016001,2016,03,24.0,Y
IDCJAC0001,016001,2016,04,1.0,Y
IDCJAC0001,016001,2016,05,29.3,Y
IDCJAC0001,016001,2016,06,56.7,Y
IDCJAC0001,016001,2016,07,6.9,Y
IDCJAC0001,016001,2016,08,27.6,Y
IDCJAC0001,016001,2016,09,45.0,Y
IDCJAC0001,016001,2016,10,10.4,Y
IDCJAC0001,016001,2016,11,0.5,Y
IDCJAC0001,016001,2016,12,54.3,Y
IDCJAC0001,016001,2017,01,51.6,N
IDCJAC0001,016001,2017,02,0.0,Y
IDCJAC0001,016001,2017,03,0.0,Y
IDCJAC0001,016001,2017,04,40.7,Y
IDCJAC0001,016001,2017,05,10.6,Y
IDCJAC0001,016001,2017,06,4.2,Y
IDCJAC0001,016001,2017,07,0.0,Y
IDCJAC0001,016001,2017,08,3.6,N
IDCJAC0001,016001,2017,09,0.0,N
IDCJAC0001,016001,2017,10,11.2,N
IDCJAC0001,016001,2017,11,14.6,N
IDCJAC0001,016001,2017,12,18.4,N
IDCJAC0001,016001,2018,01,22.2,N
IDCJAC0001,016001,2018,02,8.8,N
IDCJAC0001,016001,2018,03,0.0,N
IDCJAC0001,016001,2018,04,0.0,N
IDCJAC0001,016001,2018,05,12.4,N
IDCJAC0001,016001,2018,06,14.2,N
IDCJAC0001,016001,2018,07,0.6,N
IDCJAC0001,016001,2018,08,8.6,N
IDCJAC0001,016001,2018,09,0.0,N
IDCJAC0001,016001,2018,10,9.6,N
IDCJAC0001,016001,2018,11,43.6,N
IDCJAC0001,016001,2018,12,2.8,N
IDCJAC0001,016001,2019,01,1.4,N
IDCJAC0001,016001,2019,02,2.4,N
IDCJAC0001,016001,2019,03,6.6,N
IDCJAC0001,016001,2019,04,0.8,N
IDCJAC0001,016001,2019,05,9.8,N
IDCJAC0001,016001,2019,06,17.2,N
IDCJAC0001,016001,2019,07,0.6,N
IDCJAC0001,016001,2019,08,0.0,N
IDCJAC0001,016001,2019,09,4.2,N
IDCJAC0001,016001,2019,10,2.0,N
IDCJAC0001,016001,2019,11,7.0,N
IDCJAC0001,016001,2019,12,2.4,N
IDCJAC0001,016001,2020,01,33.8,N
IDCJAC0001,016001,2020,02,52.0,N
IDCJAC0001,016001,2020,03,8.0,N
IDCJAC0001,016001,2020,04,9.6,N
IDCJAC0001,016001,2020,05,1.2,N
IDCJAC0001,016001,2020,06,2.0,N
IDCJAC0001,016001,2020,07,4.2,N
IDCJAC0001,016001,2020,08,18.8,N
IDCJAC0001,016001,2020,09,46.4,N
IDCJAC0001,016001,2020,10,54.4,N
IDCJAC0001,016001,2020,11,1.6,N
IDCJAC0001,016001,2020,12,27.6,N
IDCJAC0001,016001,2021,01,47.0,N
IDCJAC0001,016001,2021,02,0.0,N
IDCJAC0001,016001,2021,03,13.6,N
IDCJAC0001,016001,2021,04,3.2,N
IDCJAC0001,016001,2021,05,6.6,N
IDCJAC0001,016001,2021,06,7.2,N
IDCJAC0001,016001,2021,07,11.6,N
IDCJAC0001,016001,2021,08,0.6,N
IDCJAC0001,016001,2021,09,0.4,N
IDCJAC0001,016001,2021,10,11.6,N
IDCJAC0001,016001,2021,11,51.6,N
IDCJAC0001,016001,2021,12,1.6,N
IDCJAC0001,016001,2022,01,105.8,N
IDCJAC0001,016001,2022,02,3.6,N
IDCJAC0001,016001,2022,03,1.2,N
IDCJAC0001,016001,2022,04,72.6,N
IDCJAC0001,016001,2022,05,13.6,N
IDCJAC0001,016001,2022,06,2.0,N
IDCJAC0001,016001,2022,07,0.8,N
IDCJAC0001,016001,2022,08,5.6,N
IDCJAC0001,016001,2022,09,8.4,N
IDCJAC0001,016001,2022,10,137.2,N
IDCJAC0001,016001,2022,11,14.2,N
IDCJAC0001,016001,2022,12,16.4,N
IDCJAC0001,016001,2023,01,34.2,N
IDCJAC0001,016001,2023,02,0.0,N
IDCJAC0001,016001,2023,03,0.0,N
IDCJAC0001,016001,2023,04,25.4,N
IDCJAC0001,016001,2023,05,1.8,N
IDCJAC0001,016001,2023,06,44.4,N
IDCJAC0001,016001,2023,07,1.4,N
IDCJAC0001,016001,2023,08,7.4,N
IDCJAC0001,016001,2023,09,0.2,N
IDCJAC0001,016001,2023,10,1.2,N
IDCJAC0001,016001,2023,11,1.8,N
IDCJAC0001,016001,2023,12,55.4,N
IDCJAC0001,016001,2024,01,14.2,N
IDCJAC0001,016001,2024,02,0.0,N
IDCJAC0001,016001,2024,03,9.0,N
IDCJAC0001,016001,2024,04,0.0,N
IDCJAC0001,016001,2024,05,7.0,N
IDCJAC0001,016001,2024,06,15.2,Y
IDCJAC0001,016001,2024,07,27.8,N
IDCJAC0001,016001,2024,08,17.6,Y
IDCJAC0001,016001,2024,09,3.6,N
IDCJAC0001,016001,2024,10,6.4,Y
IDCJAC0001,016001,2024,11,56.4,N
IDCJAC0001,016001,2024,12,17.4,Y
IDCJAC0001,016001,2025,01,0.0,N
IDCJAC0001,016001,2025,02,0.0,Y
IDCJAC0001,016001,2025,03,16.0,Y
IDCJAC0001,016001,2025,04,2.8,Y
IDCJAC0001,016001,2025,05,0.0,Y
IDCJAC0001,016001,2025,06,5.8,N
IDCJAC0001,016001,2025,07,24.2,Y
IDCJAC0001,016001,2025,08,14.0,N
IDCJAC0001,016001,2025,09,1.6,Y
IDCJAC0001,016001,2025,10,34.2,N
IDCJAC0001,016001,2025,11,14.6,N
IDCJAC0001,016001,2025,12,0.8,Y
IDCJAC0001,016001,2026,01,0.0,Y
IDCJAC0001,016001,2026,02,75.8,N
