Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,016001,1996,05,21.4,Y
IDCJAC0002,016001,1996,06,18.7,Y
IDCJAC0002,016001,1996,07,17.2,Y
IDCJAC0002,016001,1996,08,18.8,Y
IDCJAC0002,016001,1996,09,23.0,Y
IDCJAC0002,016001,1996,10,26.9,Y
IDCJAC0002,016001,1996,11,29.5,Y
IDCJAC0002,016001,1996,12,32.9,Y
IDCJAC0002,016001,1997,01,34.7,Y
IDCJAC0002,016001,1997,02,36.4,Y
IDCJAC0002,016001,1997,03,28.2,Y
IDCJAC0002,016001,1997,04,27.0,Y
IDCJAC0002,016001,1997,05,20.3,Y
IDCJAC0002,016001,1997,06,17.2,Y
IDCJAC0002,016001,1997,07,16.1,Y
IDCJAC0002,016001,1997,08,17.5,Y
IDCJAC0002,016001,1997,09,21.4,Y
IDCJAC0002,016001,1997,10,26.2,Y
IDCJAC0002,016001,1997,11,31.5,Y
IDCJAC0002,016001,1997,12,33.8,Y
IDCJAC0002,016001,1998,01,33.4,Y
IDCJAC0002,016001,1998,02,33.6,Y
IDCJAC0002,016001,1998,03,30.0,Y
IDCJAC0002,016001,1998,04,23.2,Y
IDCJAC0002,016001,1998,05,21.9,Y
IDCJAC0002,016001,1998,06,17.3,Y
IDCJAC0002,016001,1998,07,14.6,Y
IDCJAC0002,016001,1998,08,19.4,Y
IDCJAC0002,016001,1998,09,23.8,Y
IDCJAC0002,016001,1998,10,25.4,Y
IDCJAC0002,016001,1998,11,29.3,Y
IDCJAC0002,016001,1998,12,32.7,Y
IDCJAC0002,016001,1999,01,37.2,Y
IDCJAC0002,016001,1999,02,33.7,Y
IDCJAC0002,016001,1999,03,31.0,Y
IDCJAC0002,016001,1999,04,24.2,Y
IDCJAC0002,016001,1999,05,22.4,Y
IDCJAC0002,016001,1999,06,18.1,Y
IDCJAC0002,016001,1999,07,17.9,Y
IDCJAC0002,016001,1999,08,20.1,Y
IDCJAC0002,016001,1999,09,24.8,Y
IDCJAC0002,016001,1999,10,26.8,Y
IDCJAC0002,016001,1999,11,26.9,Y
IDCJAC0002,016001,1999,12,31.1,Y
IDCJAC0002,016001,2000,01,33.2,Y
IDCJAC0002,016001,2000,02,35.6,Y
IDCJAC0002,016001,2000,03,30.7,Y
IDCJAC0002,016001,2000,04,25.5,Y
IDCJAC0002,016001,2000,05,19.7,Y
IDCJAC0002,016001,2000,06,17.3,Y
IDCJAC0002,016001,2000,07,18.1,Y
IDCJAC0002,016001,2000,08,18.3,Y
IDCJAC0002,016001,2000,09,25.1,Y
IDCJAC0002,016001,2000,10,25.4,Y
IDCJAC0002,016001,2000,11,31.4,Y
IDCJAC0002,016001,2000,12,34.1,Y
IDCJAC0002,016001,2001,01,39.4,Y
IDCJAC0002,016001,2001,02,37.0,Y
IDCJAC0002,016001,2001,03,29.4,Y
IDCJAC0002,016001,2001,04,25.8,Y
IDCJAC0002,016001,2001,05,21.5,Y
IDCJAC0002,016001,2001,06,17.6,Y
IDCJAC0002,016001,2001,07,16.6,Y
IDCJAC0002,016001,2001,08,19.2,Y
IDCJAC0002,016001,2001,09,23.7,Y
IDCJAC0002,016001,2001,10,23.2,Y
IDCJAC0002,016001,2001,11,26.8,Y
IDCJAC0002,016001,2001,12,28.8,Y
IDCJAC0002,016001,2002,01,33.3,Y
IDCJAC0002,016001,2002,02,31.1,Y
IDCJAC0002,016001,2002,03,30.8,Y
IDCJAC0002,016001,2002,04,28.4,Y
IDCJAC0002,016001,2002,05,23.0,Y
IDCJAC0002,016001,2002,06,18.4,Y
IDCJAC0002,016001,2002,07,19.8,Y
IDCJAC0002,016001,2002,08,19.8,Y
IDCJAC0002,016001,2002,09,23.9,Y
IDCJAC0002,016001,2002,10,27.3,Y
IDCJAC0002,016001,2002,11,31.2,Y
IDCJAC0002,016001,2002,12,34.0,Y
IDCJAC0002,016001,2003,01,36.4,Y
IDCJAC0002,016001,2003,02,34.4,Y
IDCJAC0002,016001,2003,03,28.8,Y
IDCJAC0002,016001,2003,04,26.2,Y
IDCJAC0002,016001,2003,05,22.0,Y
IDCJAC0002,016001,2003,06,18.0,Y
IDCJAC0002,016001,2003,07,18.9,Y
IDCJAC0002,016001,2003,08,18.4,Y
IDCJAC0002,016001,2003,09,24.3,Y
IDCJAC0002,016001,2003,10,23.5,Y
IDCJAC0002,016001,2003,11,32.8,Y
IDCJAC0002,016001,2003,12,34.8,Y
IDCJAC0002,016001,2004,01,33.5,Y
IDCJAC0002,016001,2004,02,37.3,Y
IDCJAC0002,016001,2004,03,31.9,Y
IDCJAC0002,016001,2004,04,27.9,Y
IDCJAC0002,016001,2004,05,20.3,Y
IDCJAC0002,016001,2004,06,17.6,Y
IDCJAC0002,016001,2004,07,16.9,Y
IDCJAC0002,016001,2004,08,19.2,Y
IDCJAC0002,016001,2004,09,22.9,Y
IDCJAC0002,016001,2004,10,28.6,Y
IDCJAC0002,016001,2004,11,30.3,Y
IDCJAC0002,016001,2004,12,31.6,Y
IDCJAC0002,016001,2005,01,34.8,Y
IDCJAC0002,016001,2005,02,33.0,Y
IDCJAC0002,016001,2005,03,31.7,Y
IDCJAC0002,016001,2005,04,29.9,Y
IDCJAC0002,016001,2005,05,23.2,Y
IDCJAC0002,016001,2005,06,18.6,Y
IDCJAC0002,016001,2005,07,17.8,Y
IDCJAC0002,016001,2005,08,20.6,Y
IDCJAC0002,016001,2005,09,22.0,Y
IDCJAC0002,016001,2005,10,28.0,Y
IDCJAC0002,016001,2005,11,30.6,Y
IDCJAC0002,016001,2005,12,34.0,Y
IDCJAC0002,016001,2006,01,38.8,Y
IDCJAC0002,016001,2006,02,33.0,Y
IDCJAC0002,016001,2006,03,31.5,Y
IDCJAC0002,016001,2006,04,23.7,Y
IDCJAC0002,016001,2006,05,19.7,Y
IDCJAC0002,016001,2006,06,16.5,Y
IDCJAC0002,016001,2006,07,16.6,Y
IDCJAC0002,016001,2006,08,21.5,Y
IDCJAC0002,016001,2006,09,25.3,Y
IDCJAC0002,016001,2006,10,28.9,Y
IDCJAC0002,016001,2006,11,32.8,Y
IDCJAC0002,016001,2006,12,33.1,Y
IDCJAC0002,016001,2007,01,33.6,Y
IDCJAC0002,016001,2007,02,36.5,Y
IDCJAC0002,016001,2007,03,30.2,Y
IDCJAC0002,016001,2007,04,27.2,Y
IDCJAC0002,016001,2007,05,22.7,Y
IDCJAC0002,016001,2007,06,15.8,Y
IDCJAC0002,016001,2007,07,18.4,Y
IDCJAC0002,016001,2007,08,21.5,Y
IDCJAC0002,016001,2007,09,25.3,Y
IDCJAC0002,016001,2007,10,28.5,Y
IDCJAC0002,016001,2007,11,32.4,Y
IDCJAC0002,016001,2007,12,33.1,Y
IDCJAC0002,016001,2008,01,36.8,Y
IDCJAC0002,016001,2008,02,31.7,Y
IDCJAC0002,016001,2008,03,32.7,Y
IDCJAC0002,016001,2008,04,25.4,Y
IDCJAC0002,016001,2008,05,22.2,Y
IDCJAC0002,016001,2008,06,17.8,Y
IDCJAC0002,016001,2008,07,17.2,Y
IDCJAC0002,016001,2008,08,17.5,Y
IDCJAC0002,016001,2008,09,24.6,Y
IDCJAC0002,016001,2008,10,28.7,Y
IDCJAC0002,016001,2008,11,28.5,Y
IDCJAC0002,016001,2008,12,30.8,Y
IDCJAC0002,016001,2009,01,36.9,Y
IDCJAC0002,016001,2009,02,35.8,Y
IDCJAC0002,016001,2009,03,30.9,Y
IDCJAC0002,016001,2009,04,25.6,Y
IDCJAC0002,016001,2009,05,20.1,Y
IDCJAC0002,016001,2009,06,18.1,Y
IDCJAC0002,016001,2009,07,17.7,Y
IDCJAC0002,016001,2009,08,21.7,Y
IDCJAC0002,016001,2009,09,24.3,Y
IDCJAC0002,016001,2009,10,26.5,Y
IDCJAC0002,016001,2009,11,33.2,Y
IDCJAC0002,016001,2009,12,33.2,Y
IDCJAC0002,016001,2010,01,36.1,Y
IDCJAC0002,016001,2010,02,35.0,Y
IDCJAC0002,016001,2010,03,31.5,Y
IDCJAC0002,016001,2010,04,26.3,Y
IDCJAC0002,016001,2010,05,20.2,Y
IDCJAC0002,016001,2010,06,16.9,Y
IDCJAC0002,016001,2010,07,16.6,Y
IDCJAC0002,016001,2010,08,17.0,Y
IDCJAC0002,016001,2010,09,20.5,Y
IDCJAC0002,016001,2010,10,25.0,Y
IDCJAC0002,016001,2010,11,28.7,Y
IDCJAC0002,016001,2010,12,31.6,Y
IDCJAC0002,016001,2011,01,38.3,Y
IDCJAC0002,016001,2011,02,33.0,Y
IDCJAC0002,016001,2011,03,27.6,Y
IDCJAC0002,016001,2011,04,25.7,Y
IDCJAC0002,016001,2011,05,18.7,Y
IDCJAC0002,016001,2011,06,17.9,Y
IDCJAC0002,016001,2011,07,17.4,Y
IDCJAC0002,016001,2011,08,21.5,Y
IDCJAC0002,016001,2011,09,25.0,Y
IDCJAC0002,016001,2011,10,26.2,Y
IDCJAC0002,016001,2011,11,31.5,Y
IDCJAC0002,016001,2011,12,33.2,Y
IDCJAC0002,016001,2012,01,34.6,Y
IDCJAC0002,016001,2012,02,32.3,Y
IDCJAC0002,016001,2012,03,29.2,Y
IDCJAC0002,016001,2012,04,26.8,Y
IDCJAC0002,016001,2012,05,21.0,Y
IDCJAC0002,016001,2012,06,17.0,Y
IDCJAC0002,016001,2012,07,16.9,Y
IDCJAC0002,016001,2012,08,19.4,Y
IDCJAC0002,016001,2012,09,24.9,Y
IDCJAC0002,016001,2012,10,28.9,Y
IDCJAC0002,016001,2012,11,33.1,Y
IDCJAC0002,016001,2012,12,34.2,Y
IDCJAC0002,016001,2013,01,36.6,Y
IDCJAC0002,016001,2013,02,34.3,Y
IDCJAC0002,016001,2013,03,30.5,Y
IDCJAC0002,016001,2013,04,27.5,Y
IDCJAC0002,016001,2013,05,23.1,Y
IDCJAC0002,016001,2013,06,16.8,Y
IDCJAC0002,016001,2013,07,17.9,Y
IDCJAC0002,016001,2013,08,21.8,Y
IDCJAC0002,016001,2013,09,28.4,Y
IDCJAC0002,016001,2013,10,27.9,Y
IDCJAC0002,016001,2013,11,30.3,Y
IDCJAC0002,016001,2013,12,34.2,Y
IDCJAC0002,016001,2014,01,37.2,Y
IDCJAC0002,016001,2014,02,35.3,Y
IDCJAC0002,016001,2014,03,32.0,Y
IDCJAC0002,016001,2014,04,25.5,Y
IDCJAC0002,016001,2014,05,23.0,Y
IDCJAC0002,016001,2014,06,18.2,Y
IDCJAC0002,016001,2014,07,18.1,Y
IDCJAC0002,016001,2014,08,20.1,Y
IDCJAC0002,016001,2014,09,24.6,Y
IDCJAC0002,016001,2014,10,31.0,Y
IDCJAC0002,016001,2014,11,32.5,Y
IDCJAC0002,016001,2014,12,33.4,Y
IDCJAC0002,016001,2015,01,32.9,Y
IDCJAC0002,016001,2015,02,36.9,Y
IDCJAC0002,016001,2015,03,29.9,Y
IDCJAC0002,016001,2015,04,22.9,Y
IDCJAC0002,016001,2015,05,20.0,Y
IDCJAC0002,016001,2015,06,17.2,Y
IDCJAC0002,016001,2015,07,16.6,Y
IDCJAC0002,016001,2015,08,19.3,Y
IDCJAC0002,016001,2015,09,22.8,Y
IDCJAC0002,016001,2015,10,33.1,Y
IDCJAC0002,016001,2015,11,32.0,Y
IDCJAC0002,016001,2015,12,35.7,Y
IDCJAC0002,016001,2016,01,35.3,Y
IDCJAC0002,016001,2016,02,34.9,Y
IDCJAC0002,016001,2016,03,31.8,Y
IDCJAC0002,016001,2016,04,27.7,Y
IDCJAC0002,016001,2016,05,22.1,Y
IDCJAC0002,016001,2016,06,16.9,Y
IDCJAC0002,016001,2016,07,17.6,Y
IDCJAC0002,016001,2016,08,19.8,Y
IDCJAC0002,016001,2016,09,20.7,Y
IDCJAC0002,016001,2016,10,26.3,Y
IDCJAC0002,016001,2016,11,31.3,Y
IDCJAC0002,016001,2016,12,33.7,Y
IDCJAC0002,016001,2017,01,35.2,Y
IDCJAC0002,016001,2017,02,34.2,Y
IDCJAC0002,016001,2017,03,33.7,Y
IDCJAC0002,016001,2017,04,24.8,Y
IDCJAC0002,016001,2017,05,20.9,Y
IDCJAC0002,016001,2017,06,18.3,Y
IDCJAC0002,016001,2017,07,19.7,Y
IDCJAC0002,016001,2017,08,19.6,Y
IDCJAC0002,016001,2017,09,25.1,Y
IDCJAC0002,016001,2017,10,28.0,Y
IDCJAC0002,016001,2017,11,31.0,Y
IDCJAC0002,016001,2017,12,33.1,Y
IDCJAC0002,016001,2018,01,36.4,Y
IDCJAC0002,016001,2018,02,34.8,Y
IDCJAC0002,016001,2018,03,32.0,Y
IDCJAC0002,016001,2018,04,30.3,Y
IDCJAC0002,016001,2018,05,20.6,Y
IDCJAC0002,016001,2018,06,17.1,Y
IDCJAC0002,016001,2018,07,19.1,Y
IDCJAC0002,016001,2018,08,20.0,Y
IDCJAC0002,016001,2018,09,22.8,Y
IDCJAC0002,016001,2018,10,28.7,Y
IDCJAC0002,016001,2018,11,28.8,Y
IDCJAC0002,016001,2018,12,35.4,Y
IDCJAC0002,016001,2019,01,38.8,Y
IDCJAC0002,016001,2019,02,35.0,Y
IDCJAC0002,016001,2019,03,32.3,Y
IDCJAC0002,016001,2019,04,27.9,Y
IDCJAC0002,016001,2019,05,21.3,Y
IDCJAC0002,016001,2019,06,17.3,Y
IDCJAC0002,016001,2019,07,19.1,Y
IDCJAC0002,016001,2019,08,19.0,Y
IDCJAC0002,016001,2019,09,25.5,Y
IDCJAC0002,016001,2019,10,30.3,Y
IDCJAC0002,016001,2019,11,30.2,Y
IDCJAC0002,016001,2019,12,37.9,Y
IDCJAC0002,016001,2020,01,34.4,Y
IDCJAC0002,016001,2020,02,31.7,Y
IDCJAC0002,016001,2020,03,30.1,Y
IDCJAC0002,016001,2020,04,25.5,Y
IDCJAC0002,016001,2020,05,19.9,Y
IDCJAC0002,016001,2020,06,18.3,Y
IDCJAC0002,016001,2020,07,18.1,Y
IDCJAC0002,016001,2020,08,18.9,Y
IDCJAC0002,016001,2020,09,25.0,Y
IDCJAC0002,016001,2020,10,26.1,Y
IDCJAC0002,016001,2020,11,34.1,Y
IDCJAC0002,016001,2020,12,31.2,Y
IDCJAC0002,016001,2021,01,34.0,Y
IDCJAC0002,016001,2021,02,32.7,Y
IDCJAC0002,016001,2021,03,30.5,Y
IDCJAC0002,016001,2021,04,26.5,Y
IDCJAC0002,016001,2021,05,21.2,Y
IDCJAC0002,016001,2021,06,18.0,Y
IDCJAC0002,016001,2021,07,18.4,Y
IDCJAC0002,016001,2021,08,20.3,Y
IDCJAC0002,016001,2021,09,24.7,Y
IDCJAC0002,016001,2021,10,26.9,Y
IDCJAC0002,016001,2021,11,26.9,Y
IDCJAC0002,016001,2021,12,33.1,Y
IDCJAC0002,016001,2022,01,33.3,Y
IDCJAC0002,016001,2022,02,31.7,Y
IDCJAC0002,016001,2022,03,32.0,Y
IDCJAC0002,016001,2022,04,27.1,Y
IDCJAC0002,016001,2022,05,19.6,Y
IDCJAC0002,016001,2022,06,16.9,Y
IDCJAC0002,016001,2022,07,16.9,Y
IDCJAC0002,016001,2022,08,19.4,Y
IDCJAC0002,016001,2022,09,22.7,Y
IDCJAC0002,016001,2022,10,24.0,Y
IDCJAC0002,016001,2022,11,27.5,Y
IDCJAC0002,016001,2022,12,32.4,Y
IDCJAC0002,016001,2023,01,35.2,Y
IDCJAC0002,016001,2023,02,34.9,Y
IDCJAC0002,016001,2023,03,31.8,Y
IDCJAC0002,016001,2023,04,24.9,Y
IDCJAC0002,016001,2023,05,20.6,Y
IDCJAC0002,016001,2023,06,18.4,Y
IDCJAC0002,016001,2023,07,18.5,Y
IDCJAC0002,016001,2023,08,21.9,Y
IDCJAC0002,016001,2023,09,27.5,Y
IDCJAC0002,016001,2023,10,27.1,Y
IDCJAC0002,016001,2023,11,32.6,Y
IDCJAC0002,016001,2023,12,32.8,Y
IDCJAC0002,016001,2024,01,36.2,Y
IDCJAC0002,016001,2024,02,37.2,Y
IDCJAC0002,016001,2024,03,34.2,Y
IDCJAC0002,016001,2024,04,24.5,Y
IDCJAC0002,016001,2024,05,22.2,Y
IDCJAC0002,016001,2024,06,17.5,Y
IDCJAC0002,016001,2024,07,17.2,Y
IDCJAC0002,016001,2024,08,23.2,Y
IDCJAC0002,016001,2024,09,23.6,Y
IDCJAC0002,016001,2024,10,30.3,Y
IDCJAC0002,016001,2024,11,31.0,Y
IDCJAC0002,016001,2024,12,34.5,Y
IDCJAC0002,016001,2025,01,36.8,Y
IDCJAC0002,016001,2025,02,37.0,Y
IDCJAC0002,016001,2025,03,33.8,Y
IDCJAC0002,016001,2025,04,27.8,Y
IDCJAC0002,016001,2025,05,22.3,Y
IDCJAC0002,016001,2025,06,18.2,Y
IDCJAC0002,016001,2025,07,17.3,Y
IDCJAC0002,016001,2025,08,19.3,Y
IDCJAC0002,016001,2025,09,25.1,Y
IDCJAC0002,016001,2025,10,28.0,Y
IDCJAC0002,016001,2025,11,28.9,Y
IDCJAC0002,016001,2025,12,34.8,Y
IDCJAC0002,016001,2026,01,39.3,Y
IDCJAC0002,016001,2026,02,33.9,Y
